PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID
0028XX University AV SE,3737507,MP 2018 032502,2,2018-02-01T00:40:00.000Z,2018-01-31T23:05:00.000Z,23:05:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T00:38:22.000Z,21974,44.97139491,-93.21626788,-10376787.47,5617019.324,PROSPECT PARK - EAST RIVER ROAD,2018-02-01T07:03:59.000Z,2018-02-01T20:00:31.000Z,3735
00003X Fremont AV N,3737510,MP 2018 032570,4,2018-02-01T00:50:00.000Z,2018-02-01T00:34:00.000Z,0:34:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-01T00:52:45.000Z,0,0,0,0,0,,2018-02-01T06:03:46.000Z,2018-02-01T20:00:31.000Z,3736
0002XX Washington AV N,3737520,MP 2018 032603,1,2018-02-01T01:51:00.000Z,2018-02-01T01:00:00.000Z,1:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T01:49:48.000Z,17869,44.98410735,-93.27189562,-10382979.93,5619019.861,DOWNTOWN WEST,2018-02-01T02:27:49.000Z,2018-02-01T20:00:31.000Z,3737
0059XX Nicollet AV S,3737527,MP 2018 032654,5,2018-02-01T03:19:00.000Z,2018-02-01T02:40:00.000Z,2:40:00,ROBPAG,Robbery Per Agg,4,2018-02-01T03:19:31.000Z,13304,44.8949328,-93.2781055,-10383671.21,5604995.944,WINDOM,2018-02-01T05:46:52.000Z,2018-02-01T20:00:31.000Z,3738
0008XX Lake ST W,3737528,MP 2018 032645,5,2018-02-01T03:24:00.000Z,2018-02-01T01:55:00.000Z,1:55:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T03:24:11.000Z,16079,44.9483642,-93.29001302,-10384996.75,5613396.146,CARAG,2018-02-01T14:48:24.000Z,2018-02-01T20:00:31.000Z,3739
0021XX 26 AV N,3737533,MP 2018 032738,4,2018-02-01T07:05:00.000Z,2018-02-01T06:00:00.000Z,6:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T07:28:21.000Z,25099,45.00601585,-93.2976207,-10385843.63,5622468.609,JORDAN,2018-02-01T08:37:19.000Z,2018-02-01T20:00:31.000Z,3740
0040XX Emerson AV N,3737545,MP 2018 032712,4,2018-02-01T08:35:00.000Z,2018-02-01T00:45:00.000Z,0:45:00,BURGD,Burglary Of Dwelling,6,2018-02-01T08:33:46.000Z,10786,45.02858266,-93.29446801,-10385492.67,5626022.364,WEBBER - CAMDEN,2018-02-01T13:19:47.000Z,2018-02-01T20:00:31.000Z,3741
0035XX 6 ST N,3737547,MP 2018 032737,4,2018-02-01T08:40:00.000Z,2018-02-01T05:10:00.000Z,5:10:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T08:39:14.000Z,10397,45.01940205,-93.2865104,-10384606.84,5624576.459,MCKINLEY,2018-02-01T13:18:29.000Z,2018-02-01T20:00:31.000Z,3742
0024XX Garfield AV S,3737561,MP 2018 032785,5,2018-02-01T08:56:00.000Z,2018-02-01T08:04:00.000Z,8:04:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-01T08:56:32.000Z,16674,44.95822376,-93.28675977,-10384634.6,5614947.068,WHITTIER,2018-02-01T14:43:56.000Z,2018-02-01T20:00:31.000Z,3743
0028XX Pillsbury AV S,3737566,MP 2018 032800,5,2018-02-01T08:29:00.000Z,2018-02-01T08:29:00.000Z,8:29:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-01T09:38:06.000Z,14849,44.95134737,-93.28133076,-10384030.24,5613865.374,WHITTIER,2018-02-01T11:07:26.000Z,2018-02-01T20:00:31.000Z,3744
0008XX Newton AV N,3737568,MP 2018 999441,4,2018-02-01T10:14:17.000Z,2018-02-01T09:15:00.000Z,9:15:00,TFMV,Theft From Motr Vehc,7,2018-02-01T10:14:17.000Z,15667,44.98698768,-93.30574436,-10386747.95,5619473.195,NEAR - NORTH,2018-02-01T10:14:21.000Z,2018-02-01T20:00:31.000Z,3745
0051XX Bryant AV N,3737571,MP 2018 032841,4,2018-02-01T10:39:00.000Z,2018-01-29T09:43:00.000Z,9:43:00,DASLT2,2nd Deg Domes Aslt,5,2018-02-01T10:38:50.000Z,10100,45.04842556,-93.29150504,-10385162.84,5629148.324,LIND - BOHANON,2018-02-02T06:44:02.000Z,2018-02-02T20:00:35.000Z,3746
0051XX Emerson AV N,3737578,MP 2018 032849,4,2018-02-01T11:34:00.000Z,2018-02-01T09:48:00.000Z,9:48:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T11:34:32.000Z,10298,45.04842465,-93.29534822,-10385590.66,5629148.181,LIND - BOHANON,2018-02-01T13:14:20.000Z,2018-02-01T20:00:31.000Z,3747
0007XX Plymouth AV N,3737582,MP 2018 032879,4,2018-02-01T11:15:00.000Z,2018-02-01T10:10:00.000Z,10:10:00,TFMV,Theft From Motr Vehc,7,2018-02-01T11:51:09.000Z,15331,44.99195082,-93.28876517,-10384857.84,5620254.397,NEAR - NORTH,2018-02-01T13:23:48.000Z,2018-02-01T20:00:31.000Z,3748
0007XX WEST BROADWAY  ,3737586,MP 2018 999439,4,2018-02-01T12:24:58.000Z,2017-09-01T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-02-01T12:24:58.000Z,17562,44.99913768,-93.28875577,-10384856.79,5621385.732,NEAR - NORTH,2018-02-01T12:25:04.000Z,2018-02-01T20:00:31.000Z,3749
00001X Lake ST W,3737590,MP 2018 028054,5,2018-02-01T13:00:00.000Z,2018-01-27T14:19:00.000Z,14:19:00,THEFT,Other Theft,7,2018-02-01T13:00:07.000Z,21928,44.94834704,-93.27880784,-10383749.39,5613393.448,WHITTIER,2018-02-01T14:42:20.000Z,2018-02-01T20:00:31.000Z,3750
0048XX Aldrich AV N,3737592,MP 2018 032833,4,2018-02-01T13:08:00.000Z,2018-02-01T09:31:00.000Z,9:31:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T13:08:24.000Z,19431,45.04300215,-93.29015579,-10385012.64,5628293.837,LIND - BOHANON,2018-02-02T06:08:41.000Z,2018-02-02T20:00:35.000Z,3751
0024XX Cedar AV S,3737593,MP 2018 032985,3,2018-02-01T13:11:00.000Z,2018-01-29T12:54:00.000Z,12:54:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T13:15:05.000Z,16946,44.95779751,-93.24733141,-10380245.45,5614880.013,EAST PHILLIPS,2018-02-01T18:27:49.000Z,2018-02-01T20:00:31.000Z,3752
00001X Lake ST W,3737594,MP 2018 033011,5,2018-02-01T13:25:00.000Z,2018-01-29T21:10:00.000Z,21:10:00,THEFT,Other Theft,7,2018-02-01T13:24:40.000Z,21928,44.94834704,-93.27880784,-10383749.39,5613393.448,WHITTIER,2018-02-01T14:38:12.000Z,2018-02-01T20:00:31.000Z,3753
0045XX 17 AV S,3737604,MP 2018 999435,3,2018-02-01T14:37:34.000Z,2018-02-01T10:00:00.000Z,10:00:00,THFTSW,Theft By Swindle,7,2018-02-01T14:37:34.000Z,20716,44.92061038,-93.24985562,-10380526.44,5609031.862,NORTHROP,2018-02-01T19:10:02.000Z,2018-02-01T20:00:31.000Z,3754
34 AV N / Girard AV N,3737608,MP 2018 033075,4,2018-02-01T15:05:00.000Z,2018-02-01T14:36:00.000Z,14:36:00,ROBPAG,Robbery Per Agg,4,2018-02-01T15:04:53.000Z,,45.01676,-93.29685,-10385757.73,5624160.273,FOLWELL,2018-02-02T01:37:55.000Z,2018-02-02T20:00:35.000Z,3755
0026XX Irving AV N,3737609,MP 2018 033074,4,2018-02-01T14:55:00.000Z,2018-02-01T14:32:00.000Z,14:32:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T15:13:41.000Z,13687,45.00685563,-93.29936687,-10386038.01,5622600.83,JORDAN,2018-02-02T12:16:24.000Z,2018-02-02T20:00:35.000Z,3756
0013XX Hennepin AV E,3737612,MP 2018 999434,2,2018-02-01T15:30:04.000Z,2018-02-01T06:30:00.000Z,6:30:00,TFMV,Theft From Motr Vehc,7,2018-02-01T15:30:04.000Z,19673,44.99147193,-93.23267618,-10378614.04,5620179.016,COMO,2018-02-01T15:30:07.000Z,2018-02-01T20:00:31.000Z,3757
0012XX Washington AV S,3737618,MP 2018 999433,1,2018-02-01T16:06:47.000Z,2018-01-30T17:00:00.000Z,17:00:00,THEFT,Other Theft,7,2018-02-01T16:06:47.000Z,19227,44.97447173,-93.25115192,-10380670.75,5617503.478,DOWNTOWN EAST,2018-02-01T16:06:52.000Z,2018-02-01T20:00:31.000Z,3758
0003XX Broadway ST NE,3737619,MP 2018 033110,2,2018-02-01T16:20:00.000Z,2018-01-31T18:00:00.000Z,18:00:00,THEFT,Other Theft,7,2018-02-01T16:10:23.000Z,15681,44.9987045,-93.26240584,-10381923.53,5621317.538,ST. ANTHONY WEST,2018-02-01T20:19:46.000Z,2018-02-02T20:00:35.000Z,3759
0050XX Upton AV S,3737629,MP 2018 033172,5,2018-02-01T17:17:00.000Z,2018-01-30T23:30:00.000Z,23:30:00,BURGD,Burglary Of Dwelling,6,2018-02-01T17:15:42.000Z,19166,44.91151492,-93.31503743,-10387782.45,5607602.062,FULTON,2018-02-02T06:10:24.000Z,2018-02-02T20:00:35.000Z,3760
0028XX 31 ST E,3737634,MP 2018 999430,3,2018-02-01T17:59:49.000Z,2018-02-01T10:00:00.000Z,10:00:00,THFTSW,Theft By Swindle,7,2018-02-01T17:59:49.000Z,11257,44.94684851,-93.23079419,-10378404.54,5613157.75,LONGFELLOW,2018-02-01T19:10:49.000Z,2018-02-01T20:00:31.000Z,3761
0008XX Spring ST NE,3737638,MP 2018 033303,2,2018-02-01T18:43:00.000Z,2018-01-30T18:00:00.000Z,18:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-01T18:41:06.000Z,16323,44.99509153,-93.2492479,-10380458.79,5620748.782,ST. ANTHONY EAST,2018-02-02T13:14:57.000Z,2018-02-02T20:00:35.000Z,3762
0019XX Plymouth AV N,3737644,MP 2018 033157,4,2018-02-01T19:20:00.000Z,2018-01-30T12:00:00.000Z,12:00:00,THFTSW,Theft By Swindle,7,2018-02-01T19:02:30.000Z,16540,44.9915029,-93.30508811,-10386674.9,5620183.891,NEAR - NORTH,2018-02-02T00:53:36.000Z,2018-02-02T20:00:35.000Z,3763
0032XX Dupont AV N,3737649,MP 2018 033301,4,2018-02-01T19:28:00.000Z,2018-02-01T18:28:00.000Z,18:28:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-01T19:26:43.000Z,10391,45.01403478,-93.29306645,-10385336.65,5623731.246,FOLWELL,2018-02-01T19:50:15.000Z,2018-02-01T20:00:31.000Z,3764
0006XX Broadway ST NE,3737650,MP 2018 033350,2,2018-02-01T19:35:00.000Z,2018-02-01T19:00:00.000Z,19:00:00,ROBPAG,Robbery Per Agg,4,2018-02-01T19:33:55.000Z,16313,44.99870992,-93.25562331,-10381168.5,5621318.392,LOGAN PARK,2018-02-01T23:52:20.000Z,2018-02-02T20:00:35.000Z,3765
0036XX 10 AV S,3737651,MP 2018 033354,3,2018-02-01T19:26:00.000Z,2018-02-01T09:00:00.000Z,9:00:00,THFTSW,Theft By Swindle,7,2018-02-01T19:37:24.000Z,20374,44.9368509,-93.25999955,-10381655.66,5611585.425,POWDERHORN PARK,2018-02-01T20:54:31.000Z,2018-02-02T20:00:35.000Z,3766
0026XX Lyndale AV S,3737652,MP 2018 999429,5,2018-02-01T19:45:46.000Z,2018-02-01T18:00:00.000Z,18:00:00,TFMV,Theft From Motr Vehc,7,2018-02-01T19:45:46.000Z,16678,44.95463813,-93.28804768,-10384777.97,5614383.013,LOWRY HILL EAST,2018-02-02T06:12:06.000Z,2018-02-02T20:00:35.000Z,3767
0043XX 4 AV S,3737655,MP 2018 033333,3,2018-02-01T20:08:00.000Z,2018-02-01T12:00:00.000Z,12:00:00,BURGD,Burglary Of Dwelling,6,2018-02-01T20:07:27.000Z,14331,44.92421661,-93.27018357,-10382789.34,5609598.822,REGINA,2018-02-02T04:58:43.000Z,2018-02-02T20:00:35.000Z,3768
0026XX HENNEPIN AV ,3737658,MP 2018 999428,5,2018-02-01T20:41:57.000Z,2018-02-01T18:20:00.000Z,18:20:00,TFMV,Theft From Motr Vehc,7,2018-02-01T20:41:57.000Z,17300,44.954203,-93.29739573,-10385818.59,5614314.565,EAST ISLES,2018-02-02T06:11:57.000Z,2018-02-02T20:00:35.000Z,3769
23 AV NE / Jackson ST NE,3737662,MP 2018 033385,2,2018-02-01T20:50:00.000Z,2018-02-01T19:55:00.000Z,19:55:00,ROBPAG,Robbery Per Agg,4,2018-02-01T20:49:35.000Z,,45.01087,-93.24913,-10380445.71,5623233.03,HOLLAND,2018-02-01T23:59:06.000Z,2018-02-02T20:00:35.000Z,3770
0018XX James AV N,3737665,MP 2018 033276,4,2018-02-01T21:08:00.000Z,2018-01-02T02:30:00.000Z,2:30:00,CSCR,Crim Sex Cond-rape,3,2018-02-01T21:02:02.000Z,16155,44.99807586,-93.30066774,-10386182.82,5621218.574,WILLARD - HAY,2018-02-02T01:42:28.000Z,2018-02-02T20:00:35.000Z,3771
0026XX HENNEPIN AV ,3737675,MP 2018 999427,5,2018-02-01T21:51:59.000Z,2018-02-01T19:00:00.000Z,19:00:00,TFMV,Theft From Motr Vehc,7,2018-02-01T21:51:59.000Z,17300,44.954203,-93.29739573,-10385818.59,5614314.565,EAST ISLES,2018-02-02T06:11:50.000Z,2018-02-02T20:00:35.000Z,3772
0059XX Nicollet AV S,3737676,MP 2018 033356,5,2018-02-01T21:55:00.000Z,2018-02-01T19:27:00.000Z,19:27:00,THEFT,Other Theft,7,2018-02-01T21:54:48.000Z,13304,44.8949328,-93.2781055,-10383671.21,5604995.944,WINDOM,2018-02-02T00:27:41.000Z,2018-02-02T20:00:35.000Z,3773
0026XX HENNEPIN AV ,3737680,MP 2018 999426,5,2018-02-01T22:39:18.000Z,2018-02-01T18:30:00.000Z,18:30:00,TFMV,Theft From Motr Vehc,7,2018-02-01T22:39:18.000Z,17300,44.954203,-93.29739573,-10385818.59,5614314.565,EAST ISLES,2018-02-02T06:11:42.000Z,2018-02-02T20:00:35.000Z,3774
0028XX Hennepin AV S,3737685,MP 2018 033549,5,2018-02-01T23:13:00.000Z,2018-02-01T19:30:00.000Z,19:30:00,TFMV,Theft From Motr Vehc,7,2018-02-01T23:12:34.000Z,20796,44.95095754,-93.29826148,-10385914.96,5613804.056,LOWRY HILL EAST,2018-02-02T06:11:27.000Z,2018-02-02T20:00:35.000Z,3775
0030XX Elliot AV S,3737695,MP 2018 033566,3,2018-02-02T00:53:00.000Z,2018-02-01T15:00:00.000Z,15:00:00,BURGD,Burglary Of Dwelling,6,2018-02-02T00:52:48.000Z,11950,44.94745217,-93.26139259,-10381810.73,5613252.696,POWDERHORN PARK,2018-02-02T04:58:58.000Z,2018-02-02T20:00:35.000Z,3776
1 AV N / 5 ST N,3737707,MP 2018 033759,1,2018-02-02T02:52:00.000Z,2018-02-02T02:25:00.000Z,2:25:00,ROBPER,Robbery Of Person,4,2018-02-02T02:52:02.000Z,,44.98037,-93.27374,-10383185.38,5618432.458,DOWNTOWN WEST,2018-02-02T05:57:34.000Z,2018-02-02T20:00:35.000Z,3777
0012XX Franklin AV W,3737708,MP 2018 033716,5,2018-02-02T03:02:00.000Z,2018-02-02T01:15:00.000Z,1:15:00,DASTR,Domestic Assault/Strangulation,5,2018-02-02T03:01:40.000Z,19125,44.96271189,-93.29498951,-10385550.73,5615653.146,LOWRY HILL,2018-02-02T08:56:52.000Z,2018-02-02T20:00:35.000Z,3778
2 AV S / 35 ST W,3737717,MP 2018 033818,3,2018-02-02T05:40:00.000Z,2018-02-02T04:30:00.000Z,4:30:00,ROBPAG,Robbery Per Agg,4,2018-02-02T05:37:50.000Z,,44.93053,-93.27144,-10382928.87,5610592.171,BRYANT,2018-02-02T06:00:30.000Z,2018-02-02T20:00:35.000Z,3779
0033XX Stinson BL NE,3737720,MP 2018 033850,2,2018-02-02T07:20:00.000Z,2018-02-02T06:30:00.000Z,6:30:00,AUTOTH,Motor Vehicle Theft,8,2018-02-02T07:14:32.000Z,13181,45.02862791,-93.22687312,-10377968.04,5626029.491,WAITE PARK,2018-02-02T13:21:55.000Z,2018-02-02T20:00:35.000Z,3780
0014XX 2 ST S,3737725,MP 2018 999425,1,2018-02-02T08:12:52.000Z,2018-01-19T18:30:00.000Z,18:30:00,BIKETF,Bike Theft,7,2018-02-02T08:12:52.000Z,21584,44.97421394,-93.24674804,-10380180.51,5617462.912,CEDAR RIVERSIDE,2018-02-02T08:12:57.000Z,2018-02-02T20:00:35.000Z,3781
0022XX Lyndale AV S,3737731,MP 2018 033849,5,2018-02-02T08:29:00.000Z,2018-02-02T06:13:00.000Z,6:13:00,THEFT,Other Theft,7,2018-02-02T08:28:43.000Z,16534,44.96002038,-93.28801715,-10384774.57,5615229.708,LOWRY HILL EAST,2018-02-02T14:38:10.000Z,2018-02-02T20:00:35.000Z,3782
0024XX Quincy ST NE,3737745,MP 2018 999423,2,2018-02-02T09:39:42.000Z,2018-02-01T18:00:00.000Z,18:00:00,TFMV,Theft From Motr Vehc,7,2018-02-02T09:39:42.000Z,11297,45.01266933,-93.25090187,-10380642.91,5623516.233,HOLLAND,2018-02-02T13:23:32.000Z,2018-02-02T20:00:35.000Z,3783
CHICAGO AV  / 48 ST E,3737748,MP 2018 999422,99,2018-02-02T09:54:35.000Z,2018-02-01T19:00:00.000Z,19:00:00,TFMV,Theft From Motr Vehc,7,2018-02-02T09:54:35.000Z,,44.91611,-93.26262,-10381947.9,5608323.814,FIELD,2018-02-02T09:54:40.000Z,2018-02-02T20:00:35.000Z,3784
0018XX PORTLAND AV ,3737750,MP 2018 999421,3,2018-02-02T10:22:32.000Z,2018-01-29T22:00:00.000Z,22:00:00,TFMV,Theft From Motr Vehc,7,2018-02-02T10:22:32.000Z,22539,44.96452449,-93.26765521,-10382507.89,5615938.321,VENTURA VILLAGE,2018-02-02T10:51:26.000Z,2018-02-02T20:00:35.000Z,3785
0005XX Washington AV N,3737751,MP 2018 999420,1,2018-02-02T10:24:14.000Z,2018-02-01T23:20:00.000Z,23:20:00,THEFT,Other Theft,7,2018-02-02T10:24:14.000Z,16904,44.98650497,-93.27529839,-10383358.72,5619397.221,NORTH LOOP,2018-02-02T10:24:18.000Z,2018-02-02T20:00:35.000Z,3786
0001XX 5 ST N,3737759,MP 2018 999417,1,2018-02-02T11:01:54.000Z,2018-02-01T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-02-02T11:01:54.000Z,17874,44.98078144,-93.27429567,-10383247.1,5618496.425,DOWNTOWN WEST,2018-02-02T19:39:29.000Z,2018-02-02T20:00:35.000Z,3787
0021XX Upton AV N,3737762,MP 2018 999416,4,2018-02-02T11:10:56.000Z,2018-02-02T07:00:00.000Z,7:00:00,TFMV,Theft From Motr Vehc,7,2018-02-02T11:10:56.000Z,14895,45.00111349,-93.31460924,-10387734.78,5621696.784,WILLARD - HAY,2018-02-02T11:10:57.000Z,2018-02-02T20:00:35.000Z,3788
0031XX 23 AV S,3737764,MP 2018 999415,3,2018-02-02T11:15:01.000Z,2018-02-01T15:00:00.000Z,15:00:00,THEFT,Other Theft,7,2018-02-02T11:15:01.000Z,20781,44.94565104,-93.23893067,-10379310.28,5612969.408,CORCORAN,2018-02-02T12:39:21.000Z,2018-02-02T20:00:35.000Z,3789
0048XX Emerson AV N,3737765,MP 2018 034048,4,2018-02-02T11:15:00.000Z,2017-01-31T02:00:00.000Z,2:00:00,THEFT,Other Theft,7,2018-02-02T11:15:17.000Z,10876,45.04300637,-93.29532004,-10385587.52,5628294.501,LIND - BOHANON,2018-02-02T11:49:55.000Z,2018-02-02T20:00:35.000Z,3790
0022XX Johnson ST NE,3737769,MP 2018 034084,2,2018-02-02T12:20:00.000Z,2018-02-02T11:50:00.000Z,11:50:00,AUTOTH,Motor Vehicle Theft,8,2018-02-02T12:20:39.000Z,11417,45.01049244,-93.23716445,-10379113.67,5623173.458,WINDOM PARK,2018-02-02T13:23:14.000Z,2018-02-02T20:00:35.000Z,3791
0003XX 25 AV N,3737772,MP 2018 034082,4,2018-02-02T12:22:00.000Z,2018-02-02T09:00:00.000Z,9:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-02T12:43:57.000Z,14880,45.00480335,-93.28415838,-10384345.01,5622277.708,HAWTHORNE,2018-02-02T14:02:55.000Z,2018-02-02T20:00:35.000Z,3792
0007XX 10 AV SE,3737779,MP 2018 999412,2,2018-02-02T13:22:25.000Z,2018-01-30T00:00:00.000Z,0:00:00,TFMV,Theft From Motr Vehc,7,2018-02-02T13:22:25.000Z,17648,44.98614075,-93.23859144,-10379272.52,5619339.894,MARCY HOLMES,2018-02-02T13:22:31.000Z,2018-02-02T20:00:35.000Z,3793
0032XX Washburn AV N,3737804,MP 2018 999409,4,2018-02-02T15:31:30.000Z,2018-01-31T21:00:00.000Z,21:00:00,THEFT,Other Theft,7,2018-02-02T15:31:30.000Z,21138,45.01431704,-93.31716006,-10388018.74,5623775.692,CLEVELAND,2018-02-02T15:31:32.000Z,2018-02-02T20:00:35.000Z,3794
0023XX Bryant AV S,3737812,MP 2018 999407,5,2018-02-02T16:16:54.000Z,2018-02-02T14:25:00.000Z,14:25:00,THFTSW,Theft By Swindle,7,2018-02-02T16:16:54.000Z,21969,44.96002171,-93.29055751,-10385057.36,5615229.917,LOWRY HILL EAST,2018-02-02T18:52:39.000Z,2018-02-02T20:00:35.000Z,3795
0025XX OGEMA PL ,3737816,MP 2018 999406,3,2018-02-02T17:07:54.000Z,2018-01-31T12:30:00.000Z,12:30:00,THEFT,Other Theft,7,2018-02-02T17:07:54.000Z,21424,44.9572173,-93.24485196,-10379969.44,5614788.738,EAST PHILLIPS,2018-02-02T17:07:57.000Z,2018-02-02T20:00:35.000Z,3796
0053XX Lyndale AV S,3737835,MP 2018 999405,5,2018-02-02T19:23:12.000Z,2018-02-02T18:30:00.000Z,18:30:00,TFMV,Theft From Motr Vehc,7,2018-02-02T19:23:12.000Z,14674,44.90579745,-93.28829116,-10384805.07,5606703.394,TANGLETOWN,2018-02-02T19:23:16.000Z,2018-02-02T20:00:35.000Z,3797
0045XX Hiawatha AV ,3736326,MP 2018 026309,3,2018-01-26T01:40:00.000Z,2018-01-26T00:04:00.000Z,0:04:00,THEFT,Other Theft,7,2018-01-26T01:39:33.000Z,21628,44.92059183,-93.21921931,-10377116.03,5609028.945,HIAWATHA,2018-02-11T16:53:03.000Z,2018-02-11T20:00:32.000Z,3798
0049XX 34 AV S,3738344,MP 2018 036785,3,2018-02-04T17:49:00.000Z,2018-02-04T15:50:00.000Z,15:50:00,ASLT2,Asslt W/dngrs Weapon,5,2018-02-04T17:46:06.000Z,19719,44.91352281,-93.22282735,-10377517.67,5607917.682,MINNEHAHA,2018-02-12T05:51:48.000Z,2018-02-12T20:00:31.000Z,3799
0003XX 4 ST S,3738807,MP 2018 036749,1,2018-02-06T13:25:00.000Z,2018-02-04T15:00:00.000Z,15:00:00,THEFT,Other Theft,7,2018-02-06T13:25:41.000Z,18596,44.97776424,-93.2650343,-10382216.13,5618021.599,DOWNTOWN WEST,2018-02-11T09:38:09.000Z,2018-02-11T20:00:32.000Z,3800
0015XX Park AV S,3739464,MP 2018 042363,1,2018-02-09T13:45:00.000Z,2018-02-09T09:00:00.000Z,9:00:00,BURGD,Burglary Of Dwelling,6,2018-02-09T13:45:01.000Z,17440,44.96761371,-93.26510456,-10382223.95,5616424.368,ELLIOT PARK,2018-02-11T03:12:26.000Z,2018-02-11T20:00:32.000Z,3801
0009XX Lake ST E,3739563,MP 2018 042754,3,2018-02-09T22:15:00.000Z,2018-02-09T18:30:00.000Z,18:30:00,TFPER,Theft From Person,7,2018-02-09T22:15:24.000Z,19104,44.94836007,-93.26076768,-10381741.17,5613395.497,POWDERHORN PARK,2018-02-12T04:58:59.000Z,2018-02-12T20:00:31.000Z,3802
0002XX 2 ST SE,3739627,MP 2018 043285,2,2018-02-10T05:22:00.000Z,2018-02-10T01:00:00.000Z,1:00:00,BURGB,Burglary Of Business,6,2018-02-10T05:20:14.000Z,17807,44.98497549,-93.25353282,-10380935.79,5619156.494,MARCY HOLMES,2018-02-10T23:29:47.000Z,2018-02-11T20:00:32.000Z,3803
0004XX 2 ST S,3739660,MP 2018 043434,1,2018-02-10T11:29:00.000Z,2018-02-09T22:00:00.000Z,22:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-10T11:28:39.000Z,20491,44.98044364,-93.26191627,-10381869.03,5618443.262,DOWNTOWN WEST,2018-02-11T02:36:42.000Z,2018-02-11T20:00:32.000Z,3804
0003XX Hennepin AV E,3739705,MP 2018 043532,2,2018-02-10T14:15:00.000Z,2018-02-10T13:09:00.000Z,13:09:00,SHOPLF,Shoplifting,7,2018-02-10T13:53:06.000Z,21087,44.98822671,-93.25566927,-10381173.62,5619668.213,NICOLLET ISLAND - EAST BANK,2018-02-10T23:32:27.000Z,2018-02-11T20:00:32.000Z,3805
0006XX Lowry AV N,3739709,MP 2018 043519,4,2018-02-10T15:30:00.000Z,2018-02-10T12:52:00.000Z,12:52:00,ROBPAG,Robbery Per Agg,4,2018-02-10T14:21:52.000Z,25904,45.0129579,-93.28721804,-10384685.61,5623561.672,HAWTHORNE,2018-02-11T07:09:29.000Z,2018-02-11T20:00:32.000Z,3806
0017XX 44 AV N,3739711,MP 2018 043576,4,2018-02-10T14:47:00.000Z,2018-02-10T14:12:00.000Z,14:12:00,AUTOTH,Motor Vehicle Theft,8,2018-02-10T14:47:08.000Z,10433,45.03544697,-93.30122512,-10386244.87,5627103.613,WEBBER - CAMDEN,2018-02-11T06:46:19.000Z,2018-02-11T20:00:32.000Z,3807
0014XX Dupont AV N,3739720,MP 2018 043642,4,2018-02-10T16:25:00.000Z,2018-02-10T16:04:00.000Z,16:04:00,THEFT,Other Theft,7,2018-02-10T16:24:20.000Z,15641,44.99360062,-93.29258666,-10385283.24,5620514.091,NEAR - NORTH,2018-02-11T01:19:30.000Z,2018-02-11T20:00:32.000Z,3808
0003XX Nicollet Mall  ,3739725,MP 2018 043652,1,2018-02-10T17:05:00.000Z,2018-02-10T16:00:00.000Z,16:00:00,THEFT,Other Theft,7,2018-02-10T17:04:55.000Z,21735,44.98028091,-93.26939311,-10382701.35,5618417.653,DOWNTOWN WEST,2018-02-11T00:20:03.000Z,2018-02-11T20:00:32.000Z,3809
0041XX Grand AV S,3739728,MP 2018 043626,5,2018-02-10T17:38:00.000Z,2018-02-10T14:50:00.000Z,14:50:00,AUTOTH,Motor Vehicle Theft,8,2018-02-10T17:38:08.000Z,12797,44.92773658,-93.28440022,-10384371.93,5610152.255,KING FIELD,2018-02-11T00:14:47.000Z,2018-02-11T20:00:32.000Z,3810
Golden Valley RD  / Thomas AV N,3739731,MP 2018 043687,4,2018-02-10T17:42:00.000Z,2018-02-09T17:05:00.000Z,17:05:00,AUTOTH,Motor Vehicle Theft,8,2018-02-10T17:40:29.000Z,,44.99881,-93.31334,-10387592.97,5621334.139,WILLARD - HAY,2018-02-11T02:46:09.000Z,2018-02-11T20:00:32.000Z,3811
0002XX 15 ST W,3739735,MP 2018 043661,1,2018-02-10T18:26:00.000Z,2018-02-09T08:00:00.000Z,8:00:00,AUTOTH,Motor Vehicle Theft,8,2018-02-10T18:25:49.000Z,15054,44.96772584,-93.28135089,-10384032.48,5616442.011,LORING PARK,2018-02-11T00:20:29.000Z,2018-02-11T20:00:32.000Z,3812
